series,ticker,bucket,side,ask,prior_avg,secs_left,won,profit
KXSOL15M,KXSOL15M-26JUL011045-45,20-25c,no,21,77.0,300,False,-35
KXSOL15M,KXSOL15M-26JUL010330-30,20-25c,yes,24,69.0,540,True,103.08
KXSOL15M,KXSOL15M-26JUL010115-15,15-19c,yes,17,78.7,300,False,-35
KXSOL15M,KXSOL15M-26JUN300800-00,15-19c,yes,17,71.7,300,False,-35
KXSOL15M,KXSOL15M-26JUN300745-45,20-25c,no,25,63.7,540,False,-35
KXSOL15M,KXSOL15M-26JUN300615-15,20-25c,yes,25,65.3,300,False,-35
KXSOL15M,KXSOL15M-26JUN300145-45,15-19c,no,19,76.7,360,False,-35
KXSOL15M,KXSOL15M-26JUN300130-30,20-25c,no,21,67.7,300,True,122.45
KXSOL15M,KXSOL15M-26JUN292330-30, 5-9c,yes,8,81.3,300,False,-35
KXSOL15M,KXSOL15M-26JUN292245-45,20-25c,no,22,61.0,360,False,-35
KXSOL15M,KXSOL15M-26JUN291900-00,10-14c,no,12,83.7,300,True,238.7
KXSOL15M,KXSOL15M-26JUN291000-00,20-25c,no,21,61.0,420,False,-35
KXSOL15M,KXSOL15M-26JUN290845-45, 5-9c,yes,6,67.0,360,False,-35
KXSOL15M,KXSOL15M-26JUN290600-00,20-25c,yes,24,64.7,480,True,103.08
KXSOL15M,KXSOL15M-26JUN290415-15,10-14c,yes,14,68.3,420,False,-35
KXSOL15M,KXSOL15M-26JUN281930-30,20-25c,no,24,63.3,660,False,-35
KXSOL15M,KXSOL15M-26JUN281030-30,10-14c,no,12,64.0,600,True,238.7
KXSOL15M,KXSOL15M-26JUN280800-00,20-25c,no,25,76.7,360,False,-35
KXSOL15M,KXSOL15M-26JUN271800-00,15-19c,yes,18,64.0,540,False,-35
KXSOL15M,KXSOL15M-26JUN270745-45,20-25c,yes,25,68.0,420,True,97.65
KXSOL15M,KXSOL15M-26JUN270715-15, 5-9c,yes,8,61.3,540,False,-35
KXSOL15M,KXSOL15M-26JUN270115-15,20-25c,no,24,64.7,300,False,-35
KXSOL15M,KXSOL15M-26JUN270030-30,15-19c,no,19,82.7,300,True,138.77
KXSOL15M,KXSOL15M-26JUN260845-45,20-25c,yes,24,72.0,360,False,-35
KXSOL15M,KXSOL15M-26JUN260130-30,20-25c,yes,25,71.0,420,True,97.65
KXSOL15M,KXSOL15M-26JUN252315-15,15-19c,no,18,63.7,600,False,-35
KXSOL15M,KXSOL15M-26JUN252130-30, 5-9c,yes,9,80.0,360,False,-35
KXSOL15M,KXSOL15M-26JUN250130-30, 5-9c,no,8,68.0,360,False,-35
KXSOL15M,KXSOL15M-26JUN250045-45,15-19c,no,16,75.7,360,False,-35
KXSOL15M,KXSOL15M-26JUN241645-45,20-25c,yes,24,61.7,600,True,103.08
KXSOL15M,KXSOL15M-26JUN241530-30,20-25c,no,24,61.7,300,False,-35
KXSOL15M,KXSOL15M-26JUN240930-30, 5-9c,yes,9,77.3,420,True,329.12
KXSOL15M,KXSOL15M-26JUN231900-00,15-19c,yes,19,62.7,420,True,138.77
KXSOL15M,KXSOL15M-26JUN221845-45,15-19c,yes,16,68.3,420,False,-35
KXSOL15M,KXSOL15M-26JUN220830-30,20-25c,no,21,64.0,300,False,-35
KXSOL15M,KXSOL15M-26JUN211615-15,20-25c,no,21,61.0,540,True,122.45
KXSOL15M,KXSOL15M-26JUN210800-00,20-25c,yes,21,71.0,540,False,-35
KXSOL15M,KXSOL15M-26JUN210700-00,15-19c,yes,15,63.3,420,False,-35
KXSOL15M,KXSOL15M-26JUN210615-15,20-25c,no,21,75.3,300,True,122.45
KXSOL15M,KXSOL15M-26JUN210115-15,20-25c,yes,24,70.0,600,False,-35
KXSOL15M,KXSOL15M-26JUN202315-15,20-25c,no,22,65.0,420,False,-35
KXSOL15M,KXSOL15M-26JUN202030-30,15-19c,yes,18,60.7,300,False,-35
KXSOL15M,KXSOL15M-26JUN200930-30,15-19c,yes,15,61.7,540,False,-35
KXSOL15M,KXSOL15M-26JUN191400-00,20-25c,no,23,67.3,660,True,108.97
KXSOL15M,KXSOL15M-26JUN191015-15,20-25c,yes,21,61.7,480,False,-35
KXSOL15M,KXSOL15M-26JUN190915-15,20-25c,no,22,60.0,540,False,-35
KXSOL15M,KXSOL15M-26JUN190900-00,15-19c,no,15,88.7,480,False,-35
KXSOL15M,KXSOL15M-26JUN190900-00, 5-9c,no,6,62.0,420,False,-35
KXSOL15M,KXSOL15M-26JUN190845-45,15-19c,no,19,62.0,300,False,-35
KXSOL15M,KXSOL15M-26JUN190400-00,10-14c,no,13,63.7,480,False,-35
KXSOL15M,KXSOL15M-26JUN190100-00,20-25c,yes,24,62.7,480,False,-35
KXSOL15M,KXSOL15M-26JUN190030-30,20-25c,yes,21,64.0,600,False,-35
KXSOL15M,KXSOL15M-26JUN181745-45,15-19c,yes,17,62.0,420,False,-35
KXSOL15M,KXSOL15M-26JUN180645-45,20-25c,yes,21,63.0,420,False,-35
KXSOL15M,KXSOL15M-26JUN180030-30,15-19c,yes,19,63.3,540,False,-35
KXSOL15M,KXSOL15M-26JUN172230-30,10-14c,no,14,60.7,540,False,-35
KXSOL15M,KXSOL15M-26JUN171545-45,20-25c,yes,25,66.3,300,False,-35
KXSOL15M,KXSOL15M-26JUN170030-30,20-25c,no,20,62.0,300,True,130.2
KXSOL15M,KXSOL15M-26JUN161745-45,20-25c,yes,25,63.0,300,True,97.65
KXSOL15M,KXSOL15M-26JUN160430-30,15-19c,yes,16,66.0,540,True,170.89
KXSOL15M,KXSOL15M-26JUN141915-15,15-19c,no,15,65.3,360,False,-35
KXSOL15M,KXSOL15M-26JUN141030-30,15-19c,no,16,63.0,420,True,170.89
KXSOL15M,KXSOL15M-26JUN140930-30,15-19c,yes,18,61.0,600,False,-35
KXSOL15M,KXSOL15M-26JUN131030-30,20-25c,yes,21,60.0,480,False,-35
KXSOL15M,KXSOL15M-26JUN130445-45,15-19c,no,17,66.0,540,False,-35
KXSOL15M,KXSOL15M-26JUN122215-15,15-19c,no,15,74.0,300,True,184.45
KXSOL15M,KXSOL15M-26JUN122145-45,15-19c,no,17,64.3,420,False,-35
KXSOL15M,KXSOL15M-26JUN121545-45,15-19c,no,19,84.7,480,True,138.77
KXSOL15M,KXSOL15M-26JUN112015-15, 5-9c,no,9,60.7,420,False,-35
KXSOL15M,KXSOL15M-26JUN102145-45,10-14c,no,11,74.0,360,False,-35
KXSOL15M,KXSOL15M-26JUN101630-30,15-19c,no,19,71.3,420,False,-35
KXSOL15M,KXSOL15M-26JUN101415-15,20-25c,yes,21,61.0,420,False,-35
KXSOL15M,KXSOL15M-26JUN101030-30,20-25c,no,24,78.0,300,False,-35
KXSOL15M,KXSOL15M-26JUN100345-45,15-19c,no,19,64.0,600,False,-35
KXSOL15M,KXSOL15M-26JUN100245-45,20-25c,no,20,74.7,360,False,-35
KXSOL15M,KXSOL15M-26JUN091600-00,15-19c,no,18,82.7,540,False,-35
KXSOL15M,KXSOL15M-26JUN090200-00,15-19c,no,19,60.0,360,True,138.77
KXSOL15M,KXSOL15M-26JUN082030-30,20-25c,yes,24,61.7,480,False,-35
KXDOGE15M,KXDOGE15M-26AUG070845-45,15-19c,yes,19,61.0,600,True,138.77
KXDOGE15M,KXDOGE15M-26AUG070000-00,15-19c,yes,19,65.3,360,False,-35
KXDOGE15M,KXDOGE15M-26AUG061945-45,20-25c,yes,22,72.3,360,False,-35
KXDOGE15M,KXDOGE15M-26AUG060045-45,15-19c,yes,18,66.0,300,False,-35
KXDOGE15M,KXDOGE15M-26AUG050645-45,20-25c,no,20,62.7,360,False,-35
KXDOGE15M,KXDOGE15M-26AUG031030-30,20-25c,no,21,66.7,300,False,-35
KXDOGE15M,KXDOGE15M-26AUG021645-45,20-25c,yes,23,60.3,540,False,-35
KXDOGE15M,KXDOGE15M-26AUG020845-45,20-25c,yes,22,62.7,360,True,115.4
KXDOGE15M,KXDOGE15M-26AUG020630-30,10-14c,yes,12,63.3,480,False,-35
KXDOGE15M,KXDOGE15M-26AUG010215-15,15-19c,yes,19,68.7,600,True,138.77
KXDOGE15M,KXDOGE15M-26JUL311630-30,20-25c,yes,24,65.0,480,False,-35
KXDOGE15M,KXDOGE15M-26JUL310015-15,20-25c,yes,23,60.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL302000-00,20-25c,yes,21,74.7,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL301500-00,20-25c,yes,24,69.3,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL291445-45,20-25c,no,23,69.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL290815-15,20-25c,no,25,69.3,300,True,97.65
KXDOGE15M,KXDOGE15M-26JUL282315-15,15-19c,no,16,65.0,300,True,170.89
KXDOGE15M,KXDOGE15M-26JUL282230-30,20-25c,no,24,70.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL281030-30,20-25c,no,25,63.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL260630-30,15-19c,yes,19,63.7,480,False,-35
KXDOGE15M,KXDOGE15M-26JUL260345-45,15-19c,yes,16,68.7,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL252030-30,15-19c,no,16,77.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL251415-15,15-19c,yes,17,67.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL241445-45,10-14c,no,14,68.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL240800-00,15-19c,no,19,66.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL240515-15,20-25c,yes,24,67.3,600,False,-35
KXDOGE15M,KXDOGE15M-26JUL232315-15,20-25c,no,23,62.0,660,False,-35
KXDOGE15M,KXDOGE15M-26JUL231415-15,20-25c,yes,25,60.0,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL230515-15,20-25c,no,23,61.3,600,False,-35
KXDOGE15M,KXDOGE15M-26JUL230130-30,20-25c,yes,23,63.0,360,True,108.97
KXDOGE15M,KXDOGE15M-26JUL222115-15,10-14c,yes,14,62.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL221930-30,20-25c,no,24,60.7,480,False,-35
KXDOGE15M,KXDOGE15M-26JUL210230-30,20-25c,no,21,60.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL190445-45,20-25c,no,23,70.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL190245-45,20-25c,no,21,61.7,660,False,-35
KXDOGE15M,KXDOGE15M-26JUL172100-00,20-25c,yes,21,65.0,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL170945-45,20-25c,yes,24,64.0,600,False,-35
KXDOGE15M,KXDOGE15M-26JUL162215-15, 5-9c,yes,7,78.0,300,True,432.45
KXDOGE15M,KXDOGE15M-26JUL161530-30,20-25c,yes,24,64.3,360,True,103.08
KXDOGE15M,KXDOGE15M-26JUL160800-00,15-19c,yes,18,62.7,600,True,148.28
KXDOGE15M,KXDOGE15M-26JUL160745-45,20-25c,yes,24,62.7,360,True,103.08
KXDOGE15M,KXDOGE15M-26JUL160600-00,20-25c,yes,21,74.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL141845-45,20-25c,no,21,63.7,660,False,-35
KXDOGE15M,KXDOGE15M-26JUL131430-30,20-25c,no,23,60.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL130930-30,20-25c,no,23,76.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL130830-30,20-25c,yes,23,63.0,480,False,-35
KXDOGE15M,KXDOGE15M-26JUL130445-45,20-25c,no,22,72.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL121900-00,20-25c,no,24,72.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL120915-15,15-19c,no,18,68.7,600,False,-35
KXDOGE15M,KXDOGE15M-26JUL111930-30,15-19c,yes,18,61.3,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL111845-45,20-25c,yes,20,70.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL111030-30,15-19c,no,18,67.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL102145-45,20-25c,yes,21,87.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL101030-30,15-19c,yes,17,62.7,660,False,-35
KXDOGE15M,KXDOGE15M-26JUL092030-30,15-19c,yes,16,62.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL082045-45,20-25c,yes,21,64.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL080915-15,20-25c,yes,23,63.7,480,True,108.97
KXDOGE15M,KXDOGE15M-26JUL071045-45,15-19c,yes,15,66.7,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL070630-30,20-25c,yes,23,60.7,480,False,-35
KXDOGE15M,KXDOGE15M-26JUL062015-15,20-25c,yes,22,66.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL061900-00,20-25c,yes,24,73.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL061800-00,20-25c,no,20,67.0,480,False,-35
KXDOGE15M,KXDOGE15M-26JUL061030-30,15-19c,no,18,80.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL060430-30,20-25c,no,22,62.0,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL051930-30, 5-9c,yes,6,61.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUL051415-15,20-25c,yes,21,64.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL050730-30,20-25c,no,24,62.0,480,True,103.08
KXDOGE15M,KXDOGE15M-26JUL050545-45,15-19c,yes,17,68.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL050145-45,15-19c,yes,18,64.3,660,False,-35
KXDOGE15M,KXDOGE15M-26JUL040530-30,20-25c,no,22,62.0,660,True,115.4
KXDOGE15M,KXDOGE15M-26JUL040430-30,15-19c,no,18,63.0,360,True,148.28
KXDOGE15M,KXDOGE15M-26JUL032300-00,15-19c,no,19,62.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL030645-45,15-19c,no,16,70.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL021600-00,20-25c,no,21,66.7,540,True,122.45
KXDOGE15M,KXDOGE15M-26JUL020145-45,15-19c,yes,15,64.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUL020000-00,20-25c,no,23,65.0,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL012200-00,15-19c,yes,16,61.0,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL011830-30,15-19c,no,15,62.3,480,True,184.45
KXDOGE15M,KXDOGE15M-26JUL011715-15,15-19c,no,16,61.3,600,False,-35
KXDOGE15M,KXDOGE15M-26JUL011500-00,20-25c,yes,20,60.7,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL011430-30,20-25c,yes,22,61.7,540,False,-35
KXDOGE15M,KXDOGE15M-26JUL011415-15,15-19c,yes,18,63.7,420,False,-35
KXDOGE15M,KXDOGE15M-26JUL010515-15,20-25c,no,22,66.0,480,True,115.4
KXDOGE15M,KXDOGE15M-26JUL010330-30,15-19c,no,19,62.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN302045-45,20-25c,yes,24,74.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN302015-15,20-25c,yes,22,64.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN301415-15,20-25c,no,20,65.7,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN300800-00, 5-9c,yes,7,65.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN300130-30,15-19c,yes,17,61.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN292330-30, 5-9c,yes,7,73.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN291800-00,20-25c,no,21,70.3,300,True,122.45
KXDOGE15M,KXDOGE15M-26JUN290815-15,10-14c,no,14,60.3,660,False,-35
KXDOGE15M,KXDOGE15M-26JUN290415-15,15-19c,yes,18,61.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN281745-45,20-25c,yes,21,77.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN281745-45,10-14c,yes,11,60.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN280630-30,20-25c,yes,25,64.0,600,False,-35
KXDOGE15M,KXDOGE15M-26JUN280215-15,20-25c,yes,25,61.7,660,False,-35
KXDOGE15M,KXDOGE15M-26JUN272215-15,15-19c,no,17,80.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN271800-00,15-19c,yes,15,67.7,480,True,184.45
KXDOGE15M,KXDOGE15M-26JUN270945-45, 5-9c,no,7,64.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN270500-00,20-25c,no,20,72.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN270445-45,10-14c,yes,11,62.3,480,False,-35
KXDOGE15M,KXDOGE15M-26JUN262245-45,20-25c,no,25,71.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN262145-45,20-25c,no,24,63.7,540,False,-35
KXDOGE15M,KXDOGE15M-26JUN261515-15,15-19c,no,17,68.7,480,False,-35
KXDOGE15M,KXDOGE15M-26JUN260845-45,10-14c,no,14,60.3,660,True,199.95
KXDOGE15M,KXDOGE15M-26JUN252130-30,15-19c,yes,15,64.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN251600-00,20-25c,no,24,67.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN242000-00,20-25c,no,21,64.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN241930-30,20-25c,no,21,72.0,480,False,-35
KXDOGE15M,KXDOGE15M-26JUN222215-15,20-25c,yes,25,60.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN222000-00,15-19c,no,19,66.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN221845-45,20-25c,yes,22,63.0,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN221745-45, 5-9c,yes,5,63.3,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN220215-15, 5-9c,no,5,69.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN210800-00,20-25c,yes,20,61.3,480,False,-35
KXDOGE15M,KXDOGE15M-26JUN210715-15,10-14c,yes,10,61.7,540,False,-35
KXDOGE15M,KXDOGE15M-26JUN210700-00,20-25c,yes,21,60.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN200200-00,15-19c,no,19,64.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN192300-00,20-25c,yes,24,64.3,480,False,-35
KXDOGE15M,KXDOGE15M-26JUN191800-00,15-19c,yes,18,74.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN190900-00,10-14c,no,13,88.3,480,False,-35
KXDOGE15M,KXDOGE15M-26JUN190815-15,15-19c,no,17,60.0,300,True,158.92
KXDOGE15M,KXDOGE15M-26JUN190615-15,15-19c,no,17,68.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN190300-00,20-25c,no,20,69.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN182045-45,20-25c,yes,21,65.3,300,True,122.45
KXDOGE15M,KXDOGE15M-26JUN181745-45,20-25c,yes,25,76.0,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN181500-00,20-25c,yes,21,63.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN181430-30,20-25c,no,25,65.0,600,False,-35
KXDOGE15M,KXDOGE15M-26JUN180645-45,15-19c,yes,19,63.0,420,True,138.77
KXDOGE15M,KXDOGE15M-26JUN180030-30,20-25c,yes,25,60.0,600,True,97.65
KXDOGE15M,KXDOGE15M-26JUN171015-15,20-25c,no,23,69.0,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN170115-15,20-25c,no,21,64.0,600,True,122.45
KXDOGE15M,KXDOGE15M-26JUN170030-30,20-25c,no,23,68.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN160815-15,15-19c,no,19,69.0,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN160545-45,15-19c,yes,18,68.0,420,True,148.28
KXDOGE15M,KXDOGE15M-26JUN160330-30,20-25c,no,24,74.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN152215-15,20-25c,yes,24,66.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN152145-45,20-25c,no,21,69.0,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN151445-45,15-19c,no,16,60.7,660,False,-35
KXDOGE15M,KXDOGE15M-26JUN151030-30,20-25c,yes,21,76.7,300,False,-35
KXDOGE15M,KXDOGE15M-26JUN150215-15,20-25c,no,24,63.0,540,False,-35
KXDOGE15M,KXDOGE15M-26JUN141915-15,15-19c,no,17,73.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN130445-45,15-19c,no,17,60.3,540,False,-35
KXDOGE15M,KXDOGE15M-26JUN121415-15,20-25c,yes,21,62.3,420,False,-35
KXDOGE15M,KXDOGE15M-26JUN121000-00,20-25c,yes,25,76.3,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN112015-15,20-25c,no,21,73.7,420,True,122.45
KXDOGE15M,KXDOGE15M-26JUN102145-45,10-14c,no,13,65.7,360,False,-35
KXDOGE15M,KXDOGE15M-26JUN101800-00,20-25c,yes,22,60.3,600,False,-35
KXDOGE15M,KXDOGE15M-26JUN100345-45,15-19c,no,17,61.3,600,False,-35
KXDOGE15M,KXDOGE15M-26JUN091830-30,15-19c,no,19,60.3,540,False,-35
KXDOGE15M,KXDOGE15M-26JUN091600-00,10-14c,no,11,61.3,540,False,-35
KXDOGE15M,KXDOGE15M-26JUN082030-30,20-25c,yes,22,64.0,480,False,-35
KXBNB15M,KXBNB15M-26AUG071715-15,20-25c,yes,24,81.0,300,False,-35
KXBNB15M,KXBNB15M-26AUG070315-15,20-25c,no,23,64.3,420,False,-35
KXBNB15M,KXBNB15M-26AUG062230-30,20-25c,yes,20,68.3,480,False,-35
KXBNB15M,KXBNB15M-26AUG062145-45, 5-9c,yes,8,71.0,300,True,374.32
KXBNB15M,KXBNB15M-26AUG061745-45,20-25c,yes,24,69.0,420,True,103.08
KXBNB15M,KXBNB15M-26AUG061600-00,20-25c,no,20,72.7,360,False,-35
KXBNB15M,KXBNB15M-26AUG060530-30,15-19c,no,19,60.3,540,False,-35
KXBNB15M,KXBNB15M-26AUG042030-30,20-25c,yes,21,63.7,480,False,-35
KXBNB15M,KXBNB15M-26AUG031615-15,20-25c,no,20,69.0,360,False,-35
KXBNB15M,KXBNB15M-26AUG012215-15, 5-9c,no,8,65.3,480,False,-35
KXBNB15M,KXBNB15M-26JUL310600-00,15-19c,yes,17,61.0,300,False,-35
KXBNB15M,KXBNB15M-26JUL302000-00,20-25c,yes,24,79.7,540,False,-35
KXBNB15M,KXBNB15M-26JUL291445-45,15-19c,no,15,63.7,360,False,-35
KXBNB15M,KXBNB15M-26JUL290945-45,20-25c,yes,20,69.7,360,True,130.2
KXBNB15M,KXBNB15M-26JUL290500-00,20-25c,no,23,70.3,300,False,-35
KXBNB15M,KXBNB15M-26JUL290045-45,20-25c,no,21,63.0,480,False,-35
KXBNB15M,KXBNB15M-26JUL290030-30,15-19c,no,19,84.0,300,False,-35
KXBNB15M,KXBNB15M-26JUL272115-15,10-14c,yes,10,61.0,480,False,-35
KXBNB15M,KXBNB15M-26JUL271015-15,20-25c,no,21,61.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL262145-45, 5-9c,yes,8,63.3,540,False,-35
KXBNB15M,KXBNB15M-26JUL260115-15,20-25c,no,25,62.7,600,False,-35
KXBNB15M,KXBNB15M-26JUL251945-45,20-25c,yes,23,63.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL240800-00,20-25c,no,20,69.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL240115-15,10-14c,no,10,62.7,420,False,-35
KXBNB15M,KXBNB15M-26JUL240000-00,10-14c,yes,10,64.3,300,False,-35
KXBNB15M,KXBNB15M-26JUL231045-45,10-14c,no,12,60.0,420,False,-35
KXBNB15M,KXBNB15M-26JUL221430-30,15-19c,yes,18,63.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL190545-45,15-19c,yes,15,74.0,300,False,-35
KXBNB15M,KXBNB15M-26JUL190500-00,20-25c,no,25,61.0,540,True,97.65
KXBNB15M,KXBNB15M-26JUL190330-30,20-25c,no,24,64.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL181700-00,15-19c,no,17,69.7,360,False,-35
KXBNB15M,KXBNB15M-26JUL181430-30, 5-9c,no,7,69.0,300,False,-35
KXBNB15M,KXBNB15M-26JUL162215-15,10-14c,yes,10,76.3,300,True,292.95
KXBNB15M,KXBNB15M-26JUL142345-45,20-25c,yes,25,61.0,420,False,-35
KXBNB15M,KXBNB15M-26JUL140645-45,20-25c,no,24,63.3,420,False,-35
KXBNB15M,KXBNB15M-26JUL140245-45,20-25c,yes,21,62.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL140100-00,20-25c,no,22,75.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL132215-15,15-19c,no,19,60.3,420,True,138.77
KXBNB15M,KXBNB15M-26JUL122330-30,15-19c,no,19,61.3,300,False,-35
KXBNB15M,KXBNB15M-26JUL111915-15,10-14c,yes,12,76.3,360,False,-35
KXBNB15M,KXBNB15M-26JUL111845-45, 5-9c,yes,8,78.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL092145-45,20-25c,no,22,63.7,420,True,115.4
KXBNB15M,KXBNB15M-26JUL091415-15,10-14c,no,11,69.0,420,False,-35
KXBNB15M,KXBNB15M-26JUL091045-45,20-25c,no,23,70.3,300,False,-35
KXBNB15M,KXBNB15M-26JUL090815-15,20-25c,no,23,82.7,360,False,-35
KXBNB15M,KXBNB15M-26JUL081830-30,20-25c,no,22,65.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL081030-30,20-25c,no,24,76.0,540,False,-35
KXBNB15M,KXBNB15M-26JUL080915-15,20-25c,no,23,75.0,300,False,-35
KXBNB15M,KXBNB15M-26JUL071800-00,20-25c,yes,20,64.7,420,False,-35
KXBNB15M,KXBNB15M-26JUL071045-45,10-14c,yes,12,64.7,540,False,-35
KXBNB15M,KXBNB15M-26JUL070130-30,20-25c,no,23,66.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL061945-45,10-14c,yes,14,60.7,300,False,-35
KXBNB15M,KXBNB15M-26JUL061700-00,15-19c,no,19,61.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL061030-30,20-25c,no,22,73.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL060430-30,20-25c,no,23,68.0,600,False,-35
KXBNB15M,KXBNB15M-26JUL052215-15,10-14c,yes,12,61.7,540,False,-35
KXBNB15M,KXBNB15M-26JUL040030-30,10-14c,no,13,68.0,360,False,-35
KXBNB15M,KXBNB15M-26JUL031645-45,20-25c,no,25,60.0,540,False,-35
KXBNB15M,KXBNB15M-26JUL031615-15,10-14c,no,12,60.0,480,False,-35
KXBNB15M,KXBNB15M-26JUL031545-45,15-19c,no,18,65.7,660,False,-35
KXBNB15M,KXBNB15M-26JUL030745-45,15-19c,yes,16,66.3,420,False,-35
KXBNB15M,KXBNB15M-26JUL030345-45,20-25c,no,22,62.3,540,False,-35
KXBNB15M,KXBNB15M-26JUL030245-45,15-19c,yes,16,60.7,420,False,-35
KXBNB15M,KXBNB15M-26JUL030045-45,15-19c,no,18,64.0,420,False,-35
KXBNB15M,KXBNB15M-26JUL022215-15,20-25c,no,21,74.3,300,True,122.45
KXBNB15M,KXBNB15M-26JUL021800-00,20-25c,no,22,66.3,480,False,-35
KXBNB15M,KXBNB15M-26JUL020830-30,20-25c,yes,23,62.3,600,True,108.97
